population,deltaPropEclose
eInnX-Odd,-0.034
eInnX-Odd,-0.043
eInnX-Odd,-0.03
eInnX-Odd,-0.042
eInnX-Odd,0.019
eInnX-Odd,0.016
eInnX-Odd,-0.016
eInnX-Odd,-0.148
eInnX-Odd,-0.026
eInnX-Odd,0.092
eInnX-Odd,-0.099
eInnX-Odd,0.035
eInnX-Odd,0.018
eInnX-Odd,-0.028
eInnX-Odd,0.005
eInnX-Odd,0.028
eInnX-Odd,-0.124
eInnX-Odd,-0.076
eInnX-Odd,-0.019
eInnX-Odd,-0.089
eInnX-Odd,-0.107
eInnX-Odd,0.051
eInnX-Odd,-0.099
eInnX-Odd,-0.042
eInnX-Odd,0.034
eInnX-Odd,-0.081
eInnX-Odd,0.048
eInnX-Odd,-0.136
eInnX-Odd,-0.058
eInnX-Odd,-0.1
eInnX-Odd,-0.005
eInnX-Odd,-0.029
eInnX-Odd,-0.022
eInnX-Odd,-0.001
eInnX-Odd,-0.076
eInnX-Odd,-0.056
eInnX-Odd,0.017
eInnX-Odd,-0.067
eInnX-Odd,-0.034
eInnX-Odd,-0.118
eInnX-Odd,0.031
eInnX-Odd,-0.032
eInnX-Odd,0.016
eInnX-Odd,-0.103
eInnX-Odd,-0.102
eInnX-Odd,0.029
eInnX-Odd,0.046
eInnX-Odd,-0.124
eInnX-Odd,-0.041
eInnX-Odd,-0.105
eInnX-Odd,0.021
eInnX-Odd,-0.111
eInnX-Odd,0.091
eInnX-Odd,0.001
eInnX-Odd,-0.005
eInnX-Odd,-0.094
eInnX-Odd,-0.052
eInnX-Odd,0.003
eInnX-Odd,-0.164
eInnX-Odd,0.001
eInnX-Odd,0.04
eInnX-Odd,-0.033
eInnX-Odd,-0.061
eInnX-Odd,-0.057
eInnX-Odd,-0.114
eInnX-Odd,-0.028
eInnX-Odd,0.013
eInnX-Odd,0.002
eInnX-Odd,-0.015
eInnX-Odd,0.022
eInnX-Odd,-0.128
eInnX-Odd,0.042
eInnX-Odd,0.1
eInnX-Odd,-0.04
eInnX-Odd,-0.163
eInnX-Odd,-0.049
eInnX-Odd,-0.056
eInnX-Odd,0.004
eInnX-Odd,-0.05
eInnX-Odd,-0.141
eInnX-Odd,-0.031
eInnX-Odd,-0.081
eInnX-Odd,-0.101
eInnX-Odd,-0.05
eInnX-Odd,-0.024
eInnX-Odd,-0.134
eInnX-Odd,-0.115
eInnX-Odd,-0.1
eInnX-Odd,-0.07
eInnX-Odd,0.115
eInnX-Odd,0.029
eInnX-Odd,0.018
eInnX-Odd,-0.093
eInnX-Odd,0.072
eInnX-Odd,-0.144
eInnX-Odd,-0.017
eInnX-Odd,-0.038
eInnX-Odd,-0.223
eInnX-Odd,0.034
eInnX-Odd,-0.028
eInnX-Odd,-0.049
eInnX-Odd,-0.024
eInnX-Odd,0.028
eInnX-Odd,-0.055
eInnX-Odd,-0.008
eInnX-Odd,-0.137
eInnX-Odd,-0.055
eInnX-Odd,0.065
eInnX-Odd,-0.176
eInnX-Odd,-0.007
eInnX-Odd,-0.009
eInnX-Odd,-0.102
eInnX-Odd,-0.104
eInnX-Odd,-0.128
eInnX-Odd,-0.043
eInnX-Odd,-0.063
eInnX-Odd,0.043
eInnX-Odd,-0.053
eInnX-Odd,-0.03
eInnX-Odd,-0.072
eInnX-Odd,-0.118
eInnX-Odd,-0.058
eInnX-Odd,-0.067
eInnX-Odd,-0.04
eInnX-Odd,-0.015
eInnX-Odd,-0.035
eInnX-Odd,-0.036
eInnX-Odd,0
eInnX-Odd,0.011
eInnX-Odd,-0.018
eInnX-Odd,0.008
eInnX-Odd,-0.126
eInnX-Odd,-0.002
eInnX-Odd,-0.1
eInnX-Odd,-0.153
eInnX-Odd,-0.069
eInnX-Odd,-0.117
eInnX-Odd,0.043
eInnX-Odd,-0.088
eInnX-Odd,0.02
eInnX-Odd,-0.056
eInnX-Odd,-0.087
eInnX-Odd,0.01
eInnX-Odd,-0.091
eInnX-Odd,0.014
eInnX-Odd,0.022
eInnX-Odd,-0.09
eInnX-Odd,-0.119
eInnX-Odd,-0.02
eInnX-Odd,0.017
eInnX-Odd,0.059
eInnX-Odd,-0.029
eInnX-Odd,0.051
eInnX-Odd,0.012
eInnX-Odd,0.035
eInnX-Odd,-0.078
eInnX-Odd,-0.013
eInnX-Odd,0.004
eInnX-Odd,-0.02
eInnX-Odd,-0.1
eInnX-Odd,-0.087
eInnX-Odd,-0.063
eInnX-Odd,0.001
eInnX-Odd,-0.005
eInnX-Odd,-0.021
eInnX-Odd,-0.009
eInnX-Odd,-0.073
eInnX-Odd,-0.058
eInnX-Odd,-0.024
eInnX-Odd,0.041
eInnX-Odd,-0.095
eInnX-Odd,-0.118
eInnX-Odd,-0.019
eInnX-Odd,-0.155
eInnX-Odd,-0.195
eInnX-Odd,-0.01
eInnX-Odd,-0.043
eInnX-Odd,0.061
eInnX-Odd,0.032
eInnX-Odd,0.011
eInnX-Odd,-0.081
eInnX-Odd,-0.005
eInnX-Odd,-0.002
eInnX-Odd,-0.193
eInnX-Odd,-0.15
eInnX-Odd,-0.129
eInnX-Odd,0.152
eInnX-Odd,-0.047
eInnX-Odd,-0.014
eInnX-Odd,1.11E-16
eInnX-Odd,-0.079
eInnX-Odd,-0.041
eInnX-Odd,-0.018
eInnX-Odd,-0.029
eInnX-Odd,-0.077
eInnX-Odd,-0.11
eInnX-Odd,-0.049
eInnX-Odd,-0.084
eInnX-Odd,-0.051
eInnX-Odd,-0.116
eInnX-Odd,0.032
eInnX-Odd,0.046
eInnX-Odd,-0.006
eInnX-Odd,-0.014
eInnX-Odd,-0.06
eInnX-Odd,-0.098
eInnX-Odd,-0.032
eInnX-Odd,-0.03
eInnX-Odd,-0.058
eInnX-Odd,-0.068
eInnX-Odd,-0.011
eInnX-Odd,-0.06
eInnX-Odd,-0.096
eInnX-Odd,-0.031
eInnX-Odd,0.035
eInnX-Odd,-0.074
eInnX-Odd,-0.081
eInnX-Odd,-0.039
eInnX-Odd,-0.019
eInnX-Odd,-0.032
eInnX-Odd,-0.144
eInnX-Odd,-0.046
eInnX-Odd,0.027
eInnX-Odd,-0.233
eInnX-Odd,-0.037
eInnX-Odd,0.077
eInnX-Odd,0.041
eInnX-Odd,0.02
eInnX-Odd,-0.173
eInnX-Odd,0.083
eInnX-Odd,-0.069
eInnX-Odd,-0.052
eInnX-Odd,0.029
eInnX-Odd,-0.036
eInnX-Odd,-0.027
eInnX-Odd,-0.155
eInnX-Odd,-0.122
eInnX-Odd,-0.103
eInnX-Odd,0.007
eInnX-Odd,0.048
eInnX-Odd,-0.093
eInnX-Odd,-0.048
eInnX-Odd,-0.096
eInnX-Odd,-0.098
eInnX-Odd,-0.11
eInnX-Odd,-0.024
eInnX-Odd,-0.002
eInnX-Odd,0.025
eInnX-Odd,-0.077
eInnX-Odd,-0.083
eInnX-Odd,-0.076
eInnX-Odd,-0.014
eInnX-Odd,0.076
eInnX-Odd,-0.059
eInnX-Odd,-0.108
eInnX-Odd,-0.028
eInnX-Odd,-0.119
eInnX-Odd,-0.055
eInnX-Odd,0.023
eInnX-Odd,-0.14
eInnX-Odd,0.035
eInnX-Odd,-0.048
eInnX-Odd,-0.077
eInnX-Odd,-0.043
eInnX-Odd,-0.113
eInnX-Odd,-0.047
eInnX-Odd,-0.093
eInnX-Odd,-0.156
eInnX-Odd,-0.103
eInnX-Odd,-0.087
eInnX-Odd,-0.052
eInnX-Odd,-0.04
eInnX-Odd,-0.192
eInnX-Odd,-0.044
eInnX-Odd,-0.084
eInnX-Odd,0.001
eInnX-Odd,0.018
eInnX-Odd,-0.021
eInnX-Odd,0.029
eInnX-Odd,-0.058
eInnX-Odd,-0.076
eInnX-Odd,0.054
eInnX-Odd,-0.041
eInnX-Odd,-0.115
eInnX-Odd,-0.056
eInnX-Odd,-0.063
eInnX-Odd,-0.018
eInnX-Odd,-0.061
eInnX-Odd,0.033
eInnX-Odd,-0.072
eInnX-Odd,-0.068
eInnX-Odd,-0.034
eInnX-Odd,-0.04
eInnX-Odd,-0.007
eInnX-Odd,0.025
eInnX-Odd,-0.035
eInnX-Odd,0.013
eInnX-Odd,-0.041
eInnX-Odd,-0.011
eInnX-Odd,-0.052
eInnX-Odd,-0.127
eInnX-Odd,-0.104
eInnX-Odd,0.01
eInnX-Odd,0
eInnX-Odd,-0.038
eInnX-Odd,-0.021
eInnX-Odd,-0.011
eInnX-Odd,-0.068
eInnX-Odd,-0.039
eInnX-Odd,-0.029
eInnX-Odd,0.042
eInnX-Odd,-0.01
eInnX-Odd,-0.084
eInnX-Odd,-0.067
eInnX-Odd,-0.014
eInnX-Odd,0.014
eInnX-Odd,-0.128
eInnX-Odd,0.018
eInnX-Odd,-0.043
eInnX-Odd,-0.001
eInnX-Odd,0.073
eInnX-Odd,-0.065
eInnX-Odd,0.012
eInnX-Odd,-0.063
eInnX-Odd,-0.044
eInnX-Odd,-0.029
eInnX-Odd,-0.102
eInnX-Odd,-0.023
eInnX-Odd,-0.041
eInnX-Odd,-0.008
eInnX-Odd,-0.017
eInnX-Odd,-0.003
eInnX-Odd,-0.115
eInnX-Odd,-0.022
eInnX-Odd,0.004
eInnX-Odd,0.007
eInnX-Odd,-0.244
eInnX-Odd,0
eInnX-Odd,-0.13
eInnX-Odd,-0.084
eInnX-Odd,-0.042
eInnX-Odd,-0.191
eInnX-Odd,-0.112
eInnX-Odd,0.117
eInnX-Odd,-0.093
eInnX-Odd,-0.11
eInnX-Odd,0.037
eInnX-Odd,-0.119
eInnX-Odd,-0.101
eInnX-Odd,-0.127
eInnX-Odd,-0.014
eInnX-Odd,-0.12
eInnX-Odd,-0.029
eInnX-Odd,-0.083
eInnX-Odd,-0.041
eInnX-Odd,0.052
eInnX-Odd,-0.089
eInnX-Odd,-0.025
eInnX-Odd,-0.095
eInnX-Odd,-0.068
eInnX-Odd,-0.167
eInnX-Odd,-0.036
eInnX-Odd,-0.042
eInnX-Odd,0.007
eInnX-Odd,-0.088
eInnX-Odd,-0.05
eInnX-Odd,-0.081
eInnX-Odd,-0.079
eInnX-Odd,-0.015
eInnX-Odd,0.066
eInnX-Odd,-0.042
eInnX-Odd,-0.17
eInnX-Odd,0.026
eInnX-Odd,-0.111
eInnX-Odd,0.048
eInnX-Odd,0.039
eInnX-Odd,0.023
eInnX-Odd,-0.075
eInnX-Odd,-0.018
eInnX-Odd,-0.003
eInnX-Odd,-0.045
eInnX-Odd,0.049
eInnX-Odd,-0.166
eInnX-Odd,-0.176
eInnX-Odd,-0.136
eInnX-Odd,-0.198
eInnX-Odd,-0.048
eInnX-Odd,-0.08
eInnX-Odd,0.045
eInnX-Odd,0.074
eInnX-Odd,-0.112
eInnX-Odd,-0.072
eInnX-Odd,-0.019
eInnX-Odd,-0.061
eInnX-Odd,0.004
eInnX-Odd,-0.016
eInnX-Odd,0.02
eInnX-Odd,-0.012
eInnX-Odd,-0.097
eInnX-Odd,-0.062
eInnX-Odd,0.017
eInnX-Odd,0.039
eInnX-Odd,-0.093
eInnX-Odd,0.054
eInnX-Odd,0
eInnX-Odd,-0.158
eInnX-Odd,0.068
eInnX-Odd,0.127
eInnX-Odd,0.021
eInnX-Odd,0.022
eInnX-Odd,0.015
eInnX-Odd,0.107
eInnX-Odd,-0.078
eInnX-Odd,-0.009
eInnX-Odd,-0.015
eInnX-Odd,-0.06
eInnX-Odd,-0.022
eInnX-Odd,-0.151
eInnX-Odd,-0.054
eInnX-Odd,0.009
eInnX-Odd,-0.089
eInnX-Odd,-0.168
eInnX-Odd,0.045
eInnX-Odd,-0.025
eInnX-Odd,-0.033
eInnX-Odd,-0.232
eInnX-Odd,-0.044
eInnX-Odd,-0.109
eInnX-Odd,-0.081
eInnX-Odd,-0.036
eInnX-Odd,-0.064
eInnX-Odd,-0.075
eInnX-Odd,-0.026
eInnX-Odd,-0.086
eInnX-Odd,-0.025
eInnX-Odd,-0.026
eInnX-Odd,-0.05
eInnX-Odd,-0.066
eInnX-Odd,-0.055
eInnX-Odd,-0.055
eInnX-Odd,-0.071
eInnX-Odd,-0.051
eInnX-Odd,-0.171
eInnX-Odd,-0.086
eInnX-Odd,-0.061
eInnX-Odd,-0.037
eInnX-Odd,-0.025
eInnX-Odd,-0.168
eInnX-Odd,-0.058
eInnX-Odd,0.004
eInnX-Odd,0.003
eInnX-Odd,-0.011
eInnX-Odd,-0.14
eInnX-Odd,-0.016
eInnX-Odd,-0.035
eInnX-Odd,-0.037
eInnX-Odd,0.045
eInnX-Odd,-0.115
eInnX-Odd,0.013
eInnX-Odd,0.022
eInnX-Odd,-0.054
eInnX-Odd,-0.056
eInnX-Odd,-0.065
eInnX-Odd,0.005
eInnX-Odd,0.089
eInnX-Odd,-0.136
eInnX-Odd,-0.095
eInnX-Odd,0.047
eInnX-Odd,0.004
eInnX-Odd,-0.048
eInnX-Odd,0.017
eInnX-Odd,-0.137
eInnX-Odd,-0.132
eInnX-Odd,-0.041
eInnX-Odd,-0.076
eInnX-Odd,-0.02
eInnX-Odd,0.032
eInnX-Odd,0.008
eInnX-Odd,-0.023
eInnX-Odd,-0.031
eInnX-Odd,-0.031
eInnX-Odd,0.031
eInnX-Odd,-0.01
eInnX-Odd,-0.115
eInnX-Odd,-0.053
eInnX-Odd,-0.019
eInnX-Odd,-0.007
eInnX-Odd,-0.052
eInnX-Odd,0.042
eInnX-Odd,-0.002
eInnX-Odd,-0.182
eInnX-Odd,-0.036
eInnX-Odd,-0.036
eInnX-Odd,0.01
eInnX-Odd,-0.041
eInnX-Odd,0
eInnX-Odd,-0.008
eInnX-Odd,0.005
eInnX-Odd,-0.067
eInnX-Odd,0.048
eInnX-Odd,-0.082
eInnX-Odd,-0.048
eInnX-Odd,-0.133
eInnX-Odd,-0.022
eInnX-Odd,0.06
eInnX-Odd,0.023
eInnX-Odd,-0.017
eInnX-Odd,-0.077
eInnX-Odd,0.003
eInnX-Odd,-0.035
eInnX-Odd,-0.052
eInnX-Odd,-0.025
eInnX-Odd,-0.051
eInnX-Odd,0.046
eInnX-Odd,-0.151
eInnX-Odd,0.078
eInnX-Odd,-0.064
eInnX-Odd,-0.235
eInnX-Odd,0.048
eInnX-Odd,-0.023
eInnX-Odd,-0.019
eInnX-Odd,-0.081
eInnX-Odd,-0.034
eInnX-Odd,0.027
eInnX-Odd,0.041
eInnX-Odd,-0.076
eInnX-Odd,-0.056
eInnX-Odd,-0.017
eInnX-Odd,0.011
eInnX-Odd,0.053
eInnX-Odd,-0.008
eInnX-Odd,0.044
eInnX-Odd,-0.029
eInnX-Odd,-0.054
eInnX-Odd,-0.083
eInnX-Odd,-0.126
eInnX-Odd,-0.025
eInnX-Odd,0.075
eInnX-Odd,0.018
eInnX-Odd,-0.152
eInnX-Odd,-0.168
eInnX-Odd,-0.059
eInnX-Odd,-0.107
eInnX-Odd,-0.097
eInnX-Odd,-0.096
eInnX-Odd,-0.133
eInnX-Odd,0.045
eInnX-Odd,-0.07
eInnX-Odd,-0.114
eInnX-Odd,0.047
eInnX-Odd,-0.044
eInnX-Odd,-0.191
eInnX-Odd,0.013
eInnX-Odd,0.097
eInnX-Odd,0.044
eInnX-Odd,-0.125
eInnX-Odd,-0.042
eInnX-Odd,-0.055
eInnX-Odd,0.097
eInnX-Odd,-0.032
eInnX-Odd,0.027
eInnX-Odd,-0.098
eInnX-Odd,0.118
eInnX-Odd,-0.051
eInnX-Odd,-0.068
eInnX-Odd,-0.073
eInnX-Odd,-0.029
eInnX-Odd,-0.05
eInnX-Odd,-0.122
eInnX-Odd,-0.097
eInnX-Odd,-0.028
eInnX-Odd,-0.072
eInnX-Odd,-0.037
eInnX-Odd,-0.071
eInnX-Odd,-0.071
eInnX-Odd,-0.109
eInnX-Odd,-0.107
eInnX-Odd,0.026
eInnX-Odd,-0.019
eInnX-Odd,0.014
eInnX-Odd,0.117
eInnX-Odd,0.007
eInnX-Odd,-0.042
eInnX-Odd,-0.059
eInnX-Odd,-0.078
eInnX-Odd,-0.014
eInnX-Odd,0.004
eInnX-Odd,-0.152
eInnX-Odd,-0.102
eInnX-Odd,-0.1
eInnX-Odd,-0.028
eInnX-Odd,0.039
eInnX-Odd,-0.167
eInnX-Odd,-0.098
eInnX-Odd,-0.004
eInnX-Odd,-0.079
eInnX-Odd,-0.083
eInnX-Odd,-0.063
eInnX-Odd,0.022
eInnX-Odd,-0.029
eInnX-Odd,-0.082
eInnX-Odd,-0.019
eInnX-Odd,-0.152
eInnX-Odd,-0.072
eInnX-Odd,-0.045
eInnX-Odd,-0.028
eInnX-Odd,-0.182
eInnX-Odd,0.008
eInnX-Odd,-0.108
eInnX-Odd,-0.051
eInnX-Odd,0.069
eInnX-Odd,-0.043
eInnX-Odd,-0.055
eInnX-Odd,-0.094
eInnX-Odd,-0.059
eInnX-Odd,-0.066
eInnX-Odd,0.024
eInnX-Odd,-0.017
eInnX-Odd,0.026
eInnX-Odd,-0.104
eInnX-Odd,-0.012
eInnX-Odd,0.023
eInnX-Odd,0.086
eInnX-Odd,-0.073
eInnX-Odd,0.064
eInnX-Odd,0.012
eInnX-Odd,0.003
eInnX-Odd,0.021
eInnX-Odd,-0.053
eInnX-Odd,-0.081
eInnX-Odd,-0.098
eInnX-Odd,-0.053
eInnX-Odd,-0.173
eInnX-Odd,-0.05
eInnX-Odd,-0.137
eInnX-Odd,0.027
eInnX-Odd,-0.088
eInnX-Odd,-0.077
eInnX-Odd,-0.159
eInnX-Odd,-0.117
eInnX-Odd,-0.081
eInnX-Odd,-0.097
eInnX-Odd,0.035
eInnX-Odd,-0.009
eInnX-Odd,-0.018
eInnX-Odd,-0.144
eInnX-Odd,-0.194
eInnX-Odd,-0.082
eInnX-Odd,0.046
eInnX-Odd,-0.016
eInnX-Odd,-0.067
eInnX-Odd,-0.018
eInnX-Odd,0.028
eInnX-Odd,-0.057
eInnX-Odd,-0.078
eInnX-Odd,-0.055
eInnX-Odd,-0.025
eInnX-Odd,-0.061
eInnX-Odd,-0.032
eInnX-Odd,-0.07
eInnX-Odd,0.098
eInnX-Odd,-0.052
eInnX-Odd,-0.165
eInnX-Odd,-0.072
eInnX-Odd,-0.011
eInnX-Odd,-0.114
eInnX-Odd,0.058
eInnX-Odd,-0.007
eInnX-Odd,-0.029
eInnX-Odd,-0.116
eInnX-Odd,-0.006
eInnX-Odd,-0.015
eInnX-Odd,-0.04
eInnX-Odd,-0.011
eInnX-Odd,-0.116
eInnX-Odd,-0.012
eInnX-Odd,-0.12
eInnX-Odd,-0.048
eInnX-Odd,-0.055
eInnX-Odd,-0.076
eInnX-Odd,0.032
eInnX-Odd,-0.038
eInnX-Odd,0.035
eInnX-Odd,0.005
eInnX-Odd,-0.086
eInnX-Odd,0.041
eInnX-Odd,0.041
eInnX-Odd,-0.127
eInnX-Odd,0.028
eInnX-Odd,-0.089
eInnX-Odd,-0.082
eInnX-Odd,-0.025
eInnX-Odd,0.046
eInnX-Odd,0.03
eInnX-Odd,-0.051
eInnX-Odd,-0.084
eInnX-Odd,0.024
eInnX-Odd,0.034
eInnX-Odd,0.019
eInnX-Odd,0.004
eInnX-Odd,-0.015
eInnX-Odd,-0.033
eInnX-Odd,-0.105
eInnX-Odd,-0.039
eInnX-Odd,-0.016
eInnX-Odd,-0.012
eInnX-Odd,-0.091
eInnX-Odd,0.069
eInnX-Odd,-0.056
eInnX-Odd,-0.079
eInnX-Odd,-0.078
eInnX-Odd,-0.086
eInnX-Odd,-0.12
eInnX-Odd,0.021
eInnX-Odd,-0.023
eInnX-Odd,-0.038
eInnX-Odd,-0.048
eInnX-Odd,-0.007
eInnX-Odd,0.006
eInnX-Odd,-0.138
eInnX-Odd,-0.076
eInnX-Odd,-0.095
eInnX-Odd,-0.019
eInnX-Odd,-0.089
eInnX-Odd,0.025
eInnX-Odd,-0.072
eInnX-Odd,-0.15
eInnX-Odd,-0.05
eInnX-Odd,-0.111
eInnX-Odd,-0.065
eInnX-Odd,0.001
eInnX-Odd,0.102
eInnX-Odd,-0.084
eInnX-Odd,-0.141
eInnX-Odd,0.109
eInnX-Odd,-0.099
eInnX-Odd,0.058
eInnX-Odd,-0.067
eInnX-Odd,-0.092
eInnX-Odd,-0.003
eInnX-Odd,0.037
eInnX-Odd,-0.075
eInnX-Odd,-0.061
eInnX-Odd,-0.016
eInnX-Odd,-0.06
eInnX-Odd,-0.033
eInnX-Odd,-0.033
eInnX-Odd,-0.019
eInnX-Odd,-0.159
eInnX-Odd,-0.036
eInnX-Odd,-0.089
eInnX-Odd,0.001
eInnX-Odd,-0.009
eInnX-Odd,-0.099
eInnX-Odd,-0.116
eInnX-Odd,0.004
eInnX-Odd,0.041
eInnX-Odd,-0.162
eInnX-Odd,-0.027
eInnX-Odd,0.023
eInnX-Odd,-0.148
eInnX-Odd,-0.024
eInnX-Odd,-0.107
eInnX-Odd,-0.123
eInnX-Odd,0.021
eInnX-Odd,-0.001
eInnX-Odd,-0.034
eInnX-Odd,-0.029
eInnX-Odd,-0.133
eInnX-Odd,-0.127
eInnX-Odd,-0.056
eInnX-Odd,-0.076
eInnX-Odd,-0.01
eInnX-Odd,-0.055
eInnX-Odd,-0.059
eInnX-Odd,-0.11
eInnX-Odd,0.004
eInnX-Odd,-0.03
eInnX-Odd,-0.048
eInnX-Odd,-0.076
eInnX-Odd,-0.073
eInnX-Odd,-0.017
eInnX-Odd,-0.083
eInnX-Odd,-0.052
eInnX-Odd,-0.011
eInnX-Odd,-0.16
eInnX-Odd,0.056
eInnX-Odd,-0.062
eInnX-Odd,-0.165
eInnX-Odd,-0.054
eInnX-Odd,0.025
eInnX-Odd,-0.142
eInnX-Odd,-0.064
eInnX-Odd,-0.092
eInnX-Odd,-0.034
eInnX-Odd,0.045
eInnX-Odd,-0.085
eInnX-Odd,-0.132
eInnX-Odd,-0.061
eInnX-Odd,-0.094
eInnX-Odd,-0.118
eInnX-Odd,-0.093
eInnX-Odd,-0.074
eInnX-Odd,-0.183
eInnX-Odd,0.019
eInnX-Odd,0.035
eInnX-Odd,-0.046
eInnX-Odd,-0.032
eInnX-Odd,-0.085
eInnX-Odd,-0.124
eInnX-Odd,-0.127
eInnX-Odd,-0.062
eInnX-Odd,0
eInnX-Odd,0.098
eInnX-Odd,-0.002
eInnX-Odd,0.1
eInnX-Odd,-0.105
eInnX-Odd,0.05
eInnX-Odd,-0.056
eInnX-Odd,-0.054
eInnX-Odd,0.012
eInnX-Odd,-0.037
eInnX-Odd,-0.027
eInnX-Odd,0.02
eInnX-Odd,-0.133
eInnX-Odd,-0.042
eInnX-Odd,0.001
eInnX-Odd,-0.159
eInnX-Odd,-0.152
eInnX-Odd,-0.073
eInnX-Odd,-0.053
eInnX-Odd,-0.11
eInnX-Odd,0.01
eInnX-Odd,-0.107
eInnX-Odd,-0.103
eInnX-Odd,-0.038
eInnX-Odd,0.02
eInnX-Odd,0.095
eInnX-Odd,0.047
eInnX-Odd,0.061
eInnX-Odd,-0.023
eInnX-Odd,-0.076
eInnX-Odd,-0.072
eInnX-Odd,-0.041
eInnX-Odd,-0.235
eInnX-Odd,0.05
eInnX-Odd,-0.037
eInnX-Odd,-0.033
eInnX-Odd,0.053
eInnX-Odd,0.011
eInnX-Odd,-0.005
eInnX-Odd,-0.019
eInnX-Odd,-0.024
eInnX-Odd,-0.084
eInnX-Odd,-0.085
eInnX-Odd,-0.144
eInnX-Odd,-0.18
eInnX-Odd,-0.039
eInnX-Odd,-0.067
eInnX-Odd,0.055
eInnX-Odd,-0.007
eInnX-Odd,-0.082
eInnX-Odd,-0.062
eInnX-Odd,0.061
eInnX-Odd,0.022
eInnX-Odd,-0.099
eInnX-Odd,0.041
eInnX-Odd,0.041
eInnX-Odd,-0.11
eInnX-Odd,0.085
eInnX-Odd,-0.087
eInnX-Odd,-0.064
eInnX-Odd,-0.037
eInnX-Odd,-0.043
eInnX-Odd,-0.003
eInnX-Odd,0.035
eInnX-Odd,-0.202
eInnX-Odd,0.063
eInnX-Odd,-0.065
eInnX-Odd,-0.032
eInnX-Odd,-0.087
eInnX-Odd,0.002
eInnX-Odd,-0.063
eInnX-Odd,-0.008
eInnX-Odd,-0.025
eInnX-Odd,-0.097
eInnX-Odd,-0.12
eInnX-Odd,-0.095
eInnX-Odd,-0.031
eInnX-Odd,-0.096
eInnX-Odd,-0.019
eInnX-Odd,0.06
eInnX-Odd,-0.081
eInnX-Odd,-0.083
eInnX-Odd,-0.027
eInnX-Odd,-0.071
eInnX-Odd,-0.169
eInnX-Odd,-0.196
eInnX-Odd,-0.07
eInnX-Odd,-0.197
eInnX-Odd,0.037
eInnX-Odd,-0.046
eInnX-Odd,-0.016
eInnX-Odd,-0.127
eInnX-Odd,-0.095
eInnX-Odd,-0.093
eInnX-Odd,-0.043
eInnX-Odd,0.043
eInnX-Odd,-0.108
eInnX-Odd,-0.037
eInnX-Odd,-0.044
eInnX-Odd,0.028
eInnX-Odd,-0.043
eInnX-Odd,-0.116
eInnX-Odd,-0.039
eInnX-Odd,0.051
eInnX-Odd,-0.197
eInnX-Odd,-0.088
eInnX-Odd,-0.022
eInnX-Odd,0.005
eInnX-Odd,-0.089
eInnX-Odd,-0.027
eInnX-Odd,-0.024
eInnX-Odd,-0.017
eInnX-Odd,-0.104
eInnX-Odd,-0.088
eInnX-Odd,-0.001
eInnX-Odd,0.086
eInnX-Odd,-0.001
eInnX-Odd,-0.002
eInnX-Odd,0.042
eInnX-Odd,-0.053
eInnX-Odd,-0.029
eInnX-Odd,-0.057
eInnX-Odd,-0.111
eInnX-Odd,-0.026
eInnX-Odd,0.036
eInnX-Odd,-0.059
eInnX-Odd,-0.096
eInnX-Odd,-0.015
eInnX-Odd,-0.007
eInnX-Odd,-0.079
eInnX-Odd,-0.048
eInnX-Odd,-0.08
eInnX-Odd,-0.177
eInnX-Odd,-0.16
eInnX-Odd,-0.2
eInnX-Odd,0.001
eInnX-Odd,0.091
eInnX-Odd,-0.083
eInnX-Odd,-0.145
eInnX-Odd,-0.014
eInnX-Odd,-0.073
eInnX-Odd,-0.128
eInnX-Odd,-0.083
eInnX-Odd,-0.089
eInnX-Odd,-0.086
eInnX-Odd,-0.059
eInnX-Odd,-0.083
eInnX-Odd,0.1
eInnX-Odd,-0.025
eInnX-Odd,-0.059
eInnX-Odd,-0.028
eInnX-Odd,-0.104
eInnX-Odd,-0.061
eInnX-Odd,-0.052
eInnX-Odd,-0.03
eInnX-Odd,0.097
eInnX-Odd,-0.082
eInnX-Odd,-0.031
eInnX-Odd,0.073
eInnX-Odd,-0.015
eInnX-Odd,0.06
eInnX-Odd,-0.04
eInnX-Odd,0.006
eInnX-Odd,-0.051
eInnX-Odd,-0.065
eInnX-Odd,0.01
eInnX-Odd,0.027
eInnX-Odd,0.061
eInnX-Odd,-0.097
eInnX-Odd,-0.105
eInnX-Odd,0.069
eInnX-Odd,-0.088
eInnX-Odd,0.024
eInnX-Odd,-0.016
eInnX-Odd,-0.059
eInnX-Odd,0.001
eInnX-Odd,-0.066
eInnX-Odd,0.05
eInnX-Odd,0.021
eInnX-Odd,0.033
eInnX-Odd,-0.049
eInnX-Odd,-0.068
eInnX-Odd,-0.133
eInnX-Odd,-0.007
eInnX-Odd,-0.133
eInnX-Odd,0.031
eInnX-Odd,-0.063
eInnX-Odd,-0.069
eInnX-Odd,-0.055
eInnX-Odd,0.01
eInnX-Odd,-0.005
eInnX-Odd,-0.077
eInnX-Odd,-0.019
eInnX-Odd,0
eInnX-Odd,0.031
eInnX-Odd,-0.263
eInnX-Odd,-0.107
eInnX-Odd,-0.182
eInnX-Odd,-0.021
eInnX-Odd,0.031
eInnX-Odd,-0.007
eInnX-Odd,-0.039
eInnX-Odd,-0.083
eInnX-Odd,-0.162
eInnX-Odd,-0.031
eInnX-Odd,-0.01
